investor_id,age_group,gender,state,city_tier,monthly_sip_amount
INV00526,18-24,Male,Uttar Pradesh,T30,4017.01
INV00527,25-34,Female,Kerala,B30,12066.03
INV00528,35-44,Female,West Bengal,B30,6636.95
INV00529,25-34,Female,Telangana,T30,5345.31
INV00530,45-54,Female,Maharashtra,T30,2827.69
INV00531,25-34,Female,Telangana,T30,7484.55
INV00532,35-44,Female,Karnataka,T30,4802.68
INV00533,25-34,Female,Karnataka,T30,5765.3
INV00534,25-34,Male,Karnataka,B30,7293.55
INV00535,35-44,Male,Rajasthan,T30,12191.06
INV00536,45-54,Male,Tamil Nadu,B30,21244.65
INV00537,35-44,Male,Kerala,T30,5930.86
INV00538,55+,Male,Tamil Nadu,T30,12484.46
INV00539,25-34,Male,Karnataka,T30,9242.64
INV00540,35-44,Male,Kerala,B30,12329.59
INV00541,35-44,Male,Kerala,T30,7746.07
INV00542,35-44,Female,Uttar Pradesh,B30,14272.15
INV00543,55+,Female,Karnataka,T30,7038.04
INV00544,25-34,Female,Madhya Pradesh,T30,4693.55
INV00545,35-44,Female,Karnataka,T30,13857.94
INV00546,25-34,Female,Kerala,B30,5288.26
INV00547,35-44,Male,Delhi,B30,24289.54
INV00548,25-34,Female,Telangana,T30,9307.7
INV00549,35-44,Male,Uttar Pradesh,B30,5602.56
INV00550,25-34,Female,West Bengal,T30,4130.48
INV00551,18-24,Female,Tamil Nadu,T30,2156.89
INV00552,35-44,Female,Tamil Nadu,B30,14668.59
INV00553,25-34,Male,Gujarat,T30,6275.07
INV00554,45-54,Female,Uttar Pradesh,T30,18635.23
INV00555,35-44,Male,Uttar Pradesh,T30,11694.36
INV00556,18-24,Female,West Bengal,B30,3082.53
INV00557,55+,Male,Punjab,B30,12522.79
INV00558,55+,Male,Delhi,T30,12035.52
INV00559,35-44,Female,Tamil Nadu,T30,9801.81
INV00560,25-34,Female,Rajasthan,T30,10978.74
INV00561,35-44,Male,Gujarat,B30,3568.17
INV00562,25-34,Male,Karnataka,T30,12344.06
INV00563,45-54,Female,Karnataka,T30,20514.59
INV00564,55+,Male,Rajasthan,B30,12545.16
INV00565,25-34,Male,Madhya Pradesh,T30,32931.47
INV00566,25-34,Female,Kerala,B30,18506.15
INV00567,35-44,Male,Maharashtra,T30,7617.88
INV00568,25-34,Female,West Bengal,T30,7765.29
INV00569,25-34,Male,Karnataka,T30,11131.84
INV00570,25-34,Male,Tamil Nadu,T30,5730.37
INV00571,25-34,Male,Telangana,T30,6826.77
INV00572,35-44,Male,Karnataka,B30,18319.57
INV00573,25-34,Female,Tamil Nadu,B30,8741.71
INV00574,45-54,Male,Delhi,T30,24440.58
INV00575,25-34,Female,Delhi,B30,7045.53
INV00576,35-44,Male,Gujarat,T30,12054.63
INV00577,35-44,Female,Tamil Nadu,T30,1607.83
INV00578,25-34,Male,Madhya Pradesh,B30,5716.25
INV00579,18-24,Male,Gujarat,B30,10685.08
INV00580,25-34,Male,Maharashtra,B30,12905.44
INV00581,35-44,Female,Rajasthan,T30,25716.63
INV00582,25-34,Male,Tamil Nadu,T30,7006.0
INV00583,55+,Female,Telangana,T30,2697.47
INV00584,45-54,Female,Uttar Pradesh,T30,10151.74
INV00585,35-44,Male,Kerala,B30,23831.62
INV00586,35-44,Female,Delhi,B30,12602.77
INV00587,35-44,Male,Uttar Pradesh,T30,11985.44
INV00588,25-34,Female,Madhya Pradesh,T30,14776.96
INV00589,45-54,Other,Telangana,T30,26259.8
INV00590,35-44,Male,Gujarat,T30,13019.98
INV00591,35-44,Male,Delhi,T30,15463.71
INV00592,25-34,Female,Telangana,T30,9192.87
INV00593,18-24,Male,Rajasthan,T30,10001.32
INV00594,35-44,Male,Rajasthan,T30,5063.78
INV00595,18-24,Female,Rajasthan,T30,3111.57
INV00596,18-24,Female,Delhi,B30,8032.93
INV00597,25-34,Male,Delhi,T30,4141.55
INV00598,25-34,Female,Rajasthan,T30,10806.12
INV00599,45-54,Male,Karnataka,T30,22224.64
INV00600,25-34,Female,Gujarat,T30,9467.21
INV00601,35-44,Male,Karnataka,T30,48700.21
INV00602,35-44,Female,Telangana,T30,7074.27
INV00603,25-34,Female,Punjab,T30,23100.54
INV00604,55+,Male,Telangana,T30,13607.01
INV00605,25-34,Female,Uttar Pradesh,B30,16049.29
INV00606,18-24,Male,Delhi,T30,2985.84
INV00607,25-34,Male,Kerala,T30,7289.3
INV00608,55+,Female,Gujarat,T30,17906.48
INV00609,25-34,Male,Uttar Pradesh,T30,3944.09
INV00610,25-34,Female,Telangana,T30,28095.77
INV00611,25-34,Female,Gujarat,T30,2946.97
INV00612,35-44,Male,Rajasthan,T30,5645.02
INV00613,45-54,Male,Uttar Pradesh,T30,22214.28
INV00614,25-34,Female,Karnataka,T30,25300.84
INV00615,35-44,Male,West Bengal,T30,7226.47
INV00616,18-24,Male,Telangana,B30,3507.97
INV00617,45-54,Male,Punjab,T30,27629.62
INV00618,25-34,Male,Tamil Nadu,B30,22067.64
INV00619,25-34,Male,Uttar Pradesh,T30,5210.19
INV00620,35-44,Male,Gujarat,T30,44909.64
INV00621,45-54,Female,Gujarat,T30,14504.24
INV00622,45-54,Male,Madhya Pradesh,T30,7280.85
INV00623,35-44,Male,Maharashtra,T30,2690.67
INV00624,25-34,Male,Maharashtra,B30,12516.79
INV00625,25-34,Male,Kerala,B30,11011.63
INV00626,35-44,Male,Rajasthan,B30,5694.32
INV00627,35-44,Male,Punjab,T30,5021.57
INV00628,35-44,Male,Gujarat,T30,12151.75
INV00629,25-34,Female,Uttar Pradesh,T30,5112.23
INV00630,55+,Male,Punjab,B30,2824.77
INV00631,35-44,Male,Uttar Pradesh,T30,12004.95
INV00632,55+,Male,Tamil Nadu,T30,5141.86
INV00633,55+,Male,Rajasthan,T30,4035.71
INV00634,18-24,Female,Kerala,T30,2697.4
INV00635,45-54,Male,Madhya Pradesh,T30,8252.47
INV00636,18-24,Other,Gujarat,T30,7249.42
INV00637,25-34,Female,Madhya Pradesh,T30,17129.8
INV00638,18-24,Male,Madhya Pradesh,T30,2656.27
INV00639,45-54,Male,Uttar Pradesh,T30,6336.33
INV00640,35-44,Male,Madhya Pradesh,B30,10956.47
INV00641,35-44,Male,Karnataka,T30,13072.12
INV00642,35-44,Male,Delhi,T30,26972.68
INV00643,18-24,Male,Punjab,T30,4755.82
INV00644,25-34,Other,Kerala,T30,5328.25
INV00645,25-34,Male,Tamil Nadu,B30,15346.21
INV00646,45-54,Female,Karnataka,T30,11813.91
INV00647,35-44,Other,Delhi,T30,23066.25
INV00648,18-24,Female,Delhi,T30,7802.86
INV00649,18-24,Female,Tamil Nadu,B30,4842.54
INV00650,45-54,Male,Kerala,T30,5675.67
INV00651,25-34,Male,Karnataka,T30,3055.28
INV00652,25-34,Male,Maharashtra,T30,4740.97
INV00653,25-34,Male,Kerala,B30,4383.66
INV00654,25-34,Male,Tamil Nadu,T30,3305.64
INV00655,35-44,Male,West Bengal,T30,10031.21
INV00656,25-34,Male,Gujarat,B30,22560.25
INV00657,55+,Female,Punjab,T30,7786.65
INV00658,35-44,Female,Kerala,B30,12372.83
INV00659,25-34,Female,Telangana,T30,18478.68
INV00660,25-34,Female,Tamil Nadu,T30,5520.77
INV00661,35-44,Male,Maharashtra,T30,37582.36
INV00662,35-44,Female,Uttar Pradesh,T30,7185.96
INV00663,45-54,Female,Delhi,B30,23342.31
INV00664,35-44,Male,Madhya Pradesh,B30,7478.83
INV00665,35-44,Female,Tamil Nadu,T30,8901.63
INV00666,45-54,Female,Tamil Nadu,B30,15930.74
INV00667,45-54,Female,West Bengal,T30,14249.92
INV00668,35-44,Female,Telangana,T30,6480.9
INV00669,25-34,Male,Telangana,T30,11935.89
INV00670,25-34,Male,Punjab,T30,47007.26
INV00671,45-54,Female,Punjab,T30,40103.19
INV00672,35-44,Male,Tamil Nadu,T30,5214.61
INV00673,45-54,Male,Punjab,T30,9371.29
INV00674,25-34,Male,West Bengal,T30,53889.69
INV00675,35-44,Female,Gujarat,T30,16767.86
INV00676,25-34,Male,Kerala,B30,5127.96
INV00677,25-34,Female,Delhi,B30,7844.87
INV00678,25-34,Male,Punjab,B30,14062.44
INV00679,45-54,Female,Maharashtra,T30,13257.48
INV00680,25-34,Female,Rajasthan,B30,14717.26
INV00681,25-34,Female,Madhya Pradesh,T30,8050.05
INV00682,18-24,Male,Maharashtra,T30,4684.06
INV00683,55+,Male,Telangana,T30,10328.89
INV00684,55+,Female,Tamil Nadu,T30,9476.52
INV00685,25-34,Male,Uttar Pradesh,T30,9474.69
INV00686,55+,Female,Telangana,T30,5662.25
INV00687,25-34,Male,Madhya Pradesh,T30,7129.26
INV00688,35-44,Male,Maharashtra,B30,7514.55
INV00689,25-34,Female,Uttar Pradesh,T30,1673.68
INV00690,25-34,Female,Punjab,B30,8181.05
INV00691,45-54,Female,Uttar Pradesh,B30,10869.58
INV00692,35-44,Female,Kerala,T30,6831.54
INV00693,55+,Female,Rajasthan,T30,21623.6
INV00694,35-44,Male,Telangana,B30,9586.5
INV00695,25-34,Male,Karnataka,T30,23806.61
INV00696,25-34,Male,Maharashtra,B30,9155.04
INV00697,35-44,Female,Tamil Nadu,T30,5460.95
INV00698,35-44,Male,Punjab,T30,8929.45
INV00699,25-34,Male,Delhi,B30,25033.61
INV00700,25-34,Male,West Bengal,T30,7416.91
INV00701,35-44,Male,Kerala,T30,3165.05
INV00702,25-34,Female,Rajasthan,T30,2587.15
INV00703,45-54,Male,Kerala,T30,29202.9
INV00704,55+,Male,Madhya Pradesh,T30,7397.81
INV00705,35-44,Female,Karnataka,T30,7819.74
INV00706,25-34,Female,Telangana,B30,5766.21
INV00707,45-54,Male,Uttar Pradesh,T30,28782.63
INV00708,35-44,Female,Gujarat,T30,3189.57
INV00709,25-34,Female,Tamil Nadu,B30,8519.73
INV00710,45-54,Female,Tamil Nadu,T30,17130.81
INV00711,25-34,Female,Karnataka,T30,7141.65
INV00712,25-34,Male,Uttar Pradesh,T30,3436.33
INV00713,55+,Female,Punjab,B30,5109.8
INV00714,55+,Male,Rajasthan,B30,14128.63
INV00715,55+,Female,Madhya Pradesh,T30,12346.54
INV00716,45-54,Male,Rajasthan,T30,9598.51
INV00717,25-34,Male,Karnataka,B30,7339.09
INV00718,25-34,Female,Rajasthan,T30,3510.33
INV00719,25-34,Male,West Bengal,T30,5966.95
INV00720,25-34,Female,Telangana,T30,13356.02
INV00721,25-34,Male,Karnataka,B30,3931.17
INV00722,25-34,Other,Madhya Pradesh,T30,14358.81
INV00723,25-34,Female,Telangana,B30,6336.59
INV00724,35-44,Male,Delhi,T30,27656.35
INV00725,25-34,Female,Uttar Pradesh,T30,14455.19
INV00726,35-44,Female,West Bengal,T30,14890.37
INV00727,45-54,Male,Delhi,T30,11159.87
INV00728,25-34,Male,Tamil Nadu,T30,52387.97
INV00729,25-34,Female,Karnataka,T30,3244.85
INV00730,25-34,Female,Telangana,B30,5034.99
INV00731,35-44,Male,Madhya Pradesh,B30,14513.61
INV00732,25-34,Female,Tamil Nadu,B30,11917.32
INV00733,25-34,Male,Gujarat,T30,6733.34
INV00734,35-44,Female,Karnataka,T30,5609.22
INV00735,18-24,Female,Rajasthan,T30,3821.57
INV00736,35-44,Male,Kerala,T30,20220.17
INV00737,18-24,Female,Uttar Pradesh,T30,4440.68
INV00738,25-34,Male,Punjab,T30,14897.23
INV00739,18-24,Male,Delhi,T30,8832.81
INV00740,25-34,Male,West Bengal,B30,2384.28
INV00741,35-44,Male,Delhi,B30,18554.55
INV00742,55+,Female,Madhya Pradesh,T30,8286.76
INV00743,25-34,Male,Karnataka,B30,35795.11
INV00744,35-44,Male,Madhya Pradesh,T30,33175.47
INV00745,35-44,Female,Karnataka,T30,14000.27
INV00746,18-24,Female,Telangana,T30,6928.27
INV00747,35-44,Female,Maharashtra,T30,9900.59
INV00748,35-44,Female,Delhi,B30,11310.94
INV00749,35-44,Male,Tamil Nadu,B30,6320.57
INV00750,25-34,Male,Punjab,T30,6616.76
INV00751,55+,Female,Gujarat,T30,9958.37
INV00752,25-34,Female,Gujarat,T30,4556.06
INV00753,55+,Female,Maharashtra,T30,8380.72
INV00754,55+,Male,Madhya Pradesh,B30,4382.05
INV00755,35-44,Female,Maharashtra,T30,2614.76
INV00756,25-34,Male,Punjab,T30,2927.74
INV00757,35-44,Male,Kerala,B30,9759.76
INV00758,45-54,Male,Gujarat,B30,5050.96
INV00759,25-34,Male,Telangana,T30,12441.36
INV00760,25-34,Female,Tamil Nadu,T30,5705.34
INV00761,25-34,Female,Uttar Pradesh,T30,5521.65
INV00762,25-34,Female,Maharashtra,B30,6771.85
INV00763,45-54,Female,Kerala,T30,12918.63
INV00764,35-44,Female,Delhi,B30,10384.18
INV00765,25-34,Male,Kerala,T30,6708.62
INV00766,45-54,Female,Tamil Nadu,B30,3911.56
INV00767,25-34,Male,Rajasthan,B30,7154.18
INV00768,35-44,Male,Rajasthan,T30,9697.24
INV00769,18-24,Male,Madhya Pradesh,T30,11427.34
INV00770,25-34,Female,Madhya Pradesh,B30,5255.54
INV00771,18-24,Male,Kerala,T30,2366.28
INV00772,25-34,Male,West Bengal,T30,9008.21
INV00773,55+,Male,Uttar Pradesh,T30,6418.9
INV00774,35-44,Male,Maharashtra,T30,9136.38
INV00775,18-24,Male,Punjab,B30,4857.04
INV00776,25-34,Male,Gujarat,T30,7481.87
INV00777,18-24,Male,Telangana,T30,9953.49
INV00778,25-34,Male,Karnataka,B30,8063.53
INV00779,35-44,Male,Gujarat,B30,13010.4
INV00780,25-34,Female,West Bengal,T30,3897.36
INV00781,25-34,Male,Maharashtra,T30,5362.2
INV00782,25-34,Female,Punjab,T30,7034.73
INV00783,35-44,Female,West Bengal,B30,37639.33
INV00784,35-44,Female,Rajasthan,T30,5893.85
INV00785,45-54,Male,Karnataka,B30,9474.52
INV00786,25-34,Male,Punjab,T30,6436.15
INV00787,55+,Female,Karnataka,B30,5688.54
INV00788,35-44,Male,Punjab,T30,6752.49
INV00789,25-34,Female,Telangana,T30,15301.65
INV00790,35-44,Male,Madhya Pradesh,T30,1828.36
INV00791,25-34,Male,Uttar Pradesh,T30,21631.57
INV00792,45-54,Female,Karnataka,T30,8271.11
INV00793,35-44,Female,Telangana,T30,21846.32
INV00794,25-34,Female,Madhya Pradesh,B30,11884.01
INV00795,25-34,Male,Madhya Pradesh,T30,11289.9
INV00796,18-24,Male,Kerala,T30,1217.39
INV00797,35-44,Male,Punjab,B30,10065.49
INV00798,45-54,Female,Delhi,T30,16266.53
INV00799,35-44,Male,Delhi,B30,24394.37
INV00800,45-54,Female,Delhi,T30,16424.52
INV00801,18-24,Male,Rajasthan,T30,4518.18
INV00802,55+,Male,Punjab,T30,13283.47
INV00803,35-44,Male,Karnataka,B30,10358.5
INV00804,25-34,Male,Delhi,T30,13815.71
INV00805,45-54,Male,Maharashtra,T30,27950.16
INV00806,25-34,Female,Uttar Pradesh,T30,5005.38
INV00807,35-44,Female,Gujarat,B30,16954.33
INV00808,45-54,Female,Gujarat,T30,18136.25
INV00809,25-34,Male,West Bengal,T30,17576.65
INV00810,35-44,Female,Tamil Nadu,B30,11375.9
INV00811,55+,Male,Gujarat,T30,13177.81
INV00812,45-54,Male,Punjab,T30,25036.42
INV00813,25-34,Female,Maharashtra,T30,4931.78
INV00814,35-44,Male,Rajasthan,T30,21431.28
INV00815,25-34,Male,Maharashtra,T30,18756.49
INV00816,25-34,Female,Telangana,T30,25222.64
INV00817,18-24,Female,Kerala,B30,3642.84
INV00818,25-34,Male,Telangana,B30,7406.47
INV00819,45-54,Other,Madhya Pradesh,T30,39593.96
INV00820,45-54,Female,Telangana,T30,16424.25
INV00821,25-34,Female,Telangana,B30,10218.16
INV00822,35-44,Male,Madhya Pradesh,T30,14209.36
INV00823,25-34,Female,Punjab,T30,7943.54
INV00824,35-44,Male,Karnataka,T30,6211.05
INV00825,35-44,Male,Delhi,T30,11211.34
INV00826,25-34,Other,Punjab,B30,6963.26
INV00827,35-44,Male,Karnataka,T30,8621.78
INV00828,35-44,Female,Tamil Nadu,T30,4991.75
INV00829,25-34,Male,Punjab,B30,4533.35
INV00830,25-34,Female,Karnataka,T30,1038.86
INV00831,25-34,Female,Madhya Pradesh,T30,8976.07
INV00832,18-24,Male,Uttar Pradesh,T30,2500.2
INV00833,35-44,Female,Delhi,B30,21632.48
INV00834,25-34,Male,Rajasthan,T30,3935.5
INV00835,45-54,Male,Tamil Nadu,T30,21287.12
INV00836,35-44,Female,Tamil Nadu,T30,13274.66
INV00837,25-34,Male,Delhi,B30,4091.99
INV00838,45-54,Male,Delhi,T30,7175.62
INV00839,25-34,Male,Gujarat,B30,7215.88
INV00840,55+,Male,Gujarat,T30,5379.55
INV00841,18-24,Male,Telangana,T30,4295.96
INV00842,18-24,Male,Telangana,T30,8673.44
INV00843,45-54,Male,Maharashtra,B30,14918.33
INV00844,25-34,Male,Kerala,T30,8910.59
INV00845,45-54,Male,West Bengal,B30,6387.95
INV00846,45-54,Male,West Bengal,B30,11662.39
INV00847,25-34,Male,Madhya Pradesh,T30,4238.05
INV00848,35-44,Male,Tamil Nadu,T30,1875.14
INV00849,35-44,Female,West Bengal,B30,13137.78
INV00850,45-54,Female,Delhi,T30,39724.77
INV00851,45-54,Female,Kerala,B30,42424.44
INV00852,18-24,Male,Delhi,T30,9883.94
INV00853,45-54,Female,Madhya Pradesh,T30,6807.53
INV00854,45-54,Male,Tamil Nadu,B30,11290.57
INV00855,25-34,Female,Madhya Pradesh,T30,23956.61
INV00856,25-34,Male,Telangana,T30,16679.76
INV00857,25-34,Female,Rajasthan,T30,44190.17
INV00858,25-34,Female,Gujarat,B30,4668.64
INV00859,35-44,Male,West Bengal,T30,11129.33
INV00860,18-24,Male,Punjab,T30,2972.18
INV00861,55+,Female,Punjab,T30,9454.64
INV00862,25-34,Female,Madhya Pradesh,B30,14007.89
INV00863,45-54,Male,Madhya Pradesh,T30,3851.08
INV00864,18-24,Male,Uttar Pradesh,T30,3303.69
INV00865,25-34,Female,Gujarat,T30,8709.08
INV00866,25-34,Female,Tamil Nadu,T30,9722.7
INV00867,25-34,Male,Delhi,T30,2050.6
INV00868,45-54,Female,Uttar Pradesh,T30,18185.71
INV00869,25-34,Male,Maharashtra,B30,13919.06
INV00870,45-54,Male,West Bengal,T30,56980.01
INV00871,45-54,Male,Karnataka,T30,33077.64
INV00872,35-44,Female,Kerala,T30,11666.93
INV00873,45-54,Male,Uttar Pradesh,T30,7923.63
INV00874,25-34,Male,Punjab,B30,11575.37
INV00875,35-44,Male,West Bengal,B30,25334.21
INV00876,25-34,Male,West Bengal,T30,4943.91
INV00877,35-44,Female,Madhya Pradesh,B30,11584.73
INV00878,25-34,Male,Punjab,B30,2482.59
INV00879,25-34,Female,Madhya Pradesh,T30,4681.75
INV00880,35-44,Female,Maharashtra,T30,3742.92
INV00881,25-34,Male,Maharashtra,T30,13308.92
INV00882,35-44,Female,Punjab,B30,20018.64
INV00883,25-34,Male,Karnataka,B30,2905.47
INV00884,55+,Other,Punjab,B30,10970.18
INV00885,25-34,Other,Telangana,B30,4603.14
INV00886,35-44,Male,Telangana,T30,4176.09
INV00887,35-44,Male,Gujarat,T30,23413.39
INV00888,25-34,Female,Kerala,B30,9542.97
INV00889,25-34,Female,West Bengal,B30,8141.77
INV00890,25-34,Female,Madhya Pradesh,B30,5911.0
INV00891,25-34,Male,Gujarat,B30,8417.73
INV00892,25-34,Female,Punjab,T30,8461.26
INV00893,45-54,Female,Telangana,B30,39501.8
INV00894,18-24,Male,West Bengal,T30,12202.39
INV00895,35-44,Male,Rajasthan,T30,10973.04
INV00896,25-34,Female,Punjab,T30,7135.51
INV00897,25-34,Male,Kerala,T30,7694.86
INV00898,35-44,Male,Telangana,T30,15018.41
INV00899,25-34,Female,Kerala,B30,10561.14
INV00900,35-44,Male,Delhi,T30,11710.32
INV00901,35-44,Male,Madhya Pradesh,T30,15286.31
INV00902,18-24,Female,Rajasthan,T30,6676.24
INV00903,35-44,Male,Madhya Pradesh,T30,30850.16
INV00904,35-44,Male,Delhi,T30,11462.13
INV00905,35-44,Male,Uttar Pradesh,T30,9070.54
INV00906,45-54,Female,Maharashtra,T30,12172.29
INV00907,25-34,Male,Kerala,T30,8810.24
INV00908,35-44,Male,Karnataka,B30,7179.61
INV00909,45-54,Male,Karnataka,B30,17687.6
INV00910,25-34,Male,Punjab,B30,3181.64
INV00911,35-44,Male,Uttar Pradesh,T30,9666.35
INV00912,45-54,Female,Punjab,T30,14213.83
INV00913,25-34,Male,Tamil Nadu,T30,6850.64
INV00914,35-44,Male,Rajasthan,T30,5747.01
INV00915,55+,Female,Maharashtra,T30,8197.28
INV00916,18-24,Female,Madhya Pradesh,T30,1868.72
INV00917,25-34,Other,West Bengal,T30,11980.83
INV00918,35-44,Male,Karnataka,T30,32532.09
INV00919,25-34,Female,Delhi,B30,5849.31
INV00920,25-34,Male,Madhya Pradesh,T30,11668.94
INV00921,18-24,Male,Karnataka,T30,5213.87
INV00922,25-34,Male,West Bengal,T30,4850.63
INV00923,18-24,Male,Maharashtra,T30,2222.37
INV00924,35-44,Male,Punjab,T30,17575.83
INV00925,25-34,Male,Karnataka,T30,11679.4
INV00926,25-34,Female,Maharashtra,T30,7849.31
INV00927,25-34,Female,Madhya Pradesh,T30,10249.59
INV00928,25-34,Female,Telangana,T30,10313.2
INV00929,35-44,Male,Maharashtra,B30,11039.29
INV00930,55+,Female,Telangana,T30,1842.51
INV00931,25-34,Female,Kerala,T30,7279.67
INV00932,35-44,Male,West Bengal,T30,22630.99
INV00933,35-44,Female,Telangana,T30,7236.5
INV00934,35-44,Male,Gujarat,T30,2456.27
INV00935,45-54,Female,Uttar Pradesh,T30,10868.77
INV00936,25-34,Male,Kerala,T30,5445.55
INV00937,35-44,Female,Gujarat,B30,7616.6
INV00938,25-34,Female,Rajasthan,B30,6110.76
INV00939,25-34,Female,Telangana,T30,12291.5
INV00940,18-24,Male,Telangana,T30,5425.03
INV00941,25-34,Female,Telangana,T30,21233.36
INV00942,18-24,Male,Delhi,B30,6617.73
INV00943,35-44,Male,Gujarat,T30,8546.75
INV00944,35-44,Female,Rajasthan,T30,23046.07
INV00945,55+,Male,Punjab,T30,23171.03
INV00946,25-34,Male,Maharashtra,T30,5146.25
INV00947,25-34,Male,Maharashtra,T30,4079.67
INV00948,18-24,Female,Kerala,T30,18357.12
INV00949,18-24,Female,Karnataka,T30,4826.73
INV00950,25-34,Male,Kerala,T30,7879.66
INV00951,25-34,Male,Rajasthan,T30,5921.56
INV00952,55+,Male,Karnataka,T30,13746.2
INV00953,55+,Male,Rajasthan,T30,9416.19
INV00954,25-34,Male,Uttar Pradesh,B30,10650.25
INV00955,25-34,Male,Tamil Nadu,T30,4880.68
INV00956,45-54,Female,Rajasthan,T30,16679.31
INV00957,35-44,Male,Punjab,B30,13650.64
INV00958,35-44,Female,West Bengal,B30,7295.99
INV00959,25-34,Male,Tamil Nadu,T30,13319.33
INV00960,35-44,Male,Uttar Pradesh,T30,22431.34
INV00961,25-34,Male,Karnataka,B30,6136.03
INV00962,35-44,Male,Punjab,T30,30628.15
INV00963,25-34,Male,Punjab,T30,20624.48
INV00964,25-34,Female,Rajasthan,T30,7376.37
INV00965,45-54,Female,Punjab,B30,13155.73
INV00966,45-54,Male,Punjab,B30,5795.3
INV00967,18-24,Male,Kerala,B30,8472.95
INV00968,35-44,Female,West Bengal,T30,30400.0
INV00969,45-54,Male,Punjab,T30,2318.66
INV00970,45-54,Other,Telangana,T30,14192.58
INV00971,25-34,Female,Madhya Pradesh,T30,13333.77
INV00972,35-44,Female,Karnataka,T30,12570.43
INV00973,25-34,Female,Kerala,T30,8837.5
INV00974,18-24,Male,Maharashtra,B30,2123.89
INV00975,35-44,Male,Kerala,B30,16562.17
INV00976,18-24,Female,Telangana,T30,2850.19
INV00977,45-54,Male,Telangana,B30,9255.85
INV00978,18-24,Female,Karnataka,T30,2629.98
INV00979,25-34,Male,Gujarat,T30,6632.97
INV00980,55+,Female,Telangana,B30,24033.65
INV00981,55+,Male,Tamil Nadu,T30,5278.44
INV00982,45-54,Female,Tamil Nadu,T30,8701.76
INV00983,35-44,Male,Tamil Nadu,T30,8925.29
INV00984,25-34,Female,Punjab,B30,9370.19
INV00985,25-34,Male,Gujarat,T30,3049.16
INV00986,25-34,Female,Gujarat,B30,11654.49
INV00987,55+,Female,West Bengal,T30,2778.24
INV00988,25-34,Male,Kerala,B30,11950.03
INV00989,25-34,Female,Tamil Nadu,T30,8985.64
INV00990,35-44,Male,Madhya Pradesh,T30,23672.32
INV00991,45-54,Male,Uttar Pradesh,B30,25661.35
INV00992,35-44,Male,Madhya Pradesh,T30,8790.09
INV00993,25-34,Male,West Bengal,B30,5499.54
INV00994,25-34,Male,Karnataka,T30,14902.57
INV00995,35-44,Male,Karnataka,T30,13745.97
INV00996,25-34,Female,Telangana,T30,7914.12
INV00997,25-34,Female,Gujarat,T30,14014.69
INV00998,25-34,Male,Karnataka,T30,8957.88
INV00999,35-44,Female,Maharashtra,T30,7623.26
INV01000,45-54,Female,Tamil Nadu,T30,13504.87
INV01001,35-44,Other,Telangana,T30,7010.52
INV01002,45-54,Male,Uttar Pradesh,B30,19963.88
INV01003,25-34,Male,Kerala,B30,14029.3
INV01004,35-44,Female,Delhi,T30,13321.57
INV01005,35-44,Female,Telangana,B30,19405.53
INV01006,35-44,Female,Uttar Pradesh,T30,10474.19
INV01007,35-44,Male,Tamil Nadu,T30,18567.71
INV01008,25-34,Male,Punjab,B30,7538.77
INV01009,35-44,Male,Kerala,B30,9203.42
INV01010,25-34,Male,West Bengal,T30,4846.76
INV01011,25-34,Male,Gujarat,T30,13911.88
INV01012,25-34,Male,Rajasthan,T30,12658.97
INV01013,35-44,Female,Tamil Nadu,T30,8414.54
INV01014,18-24,Male,Punjab,T30,6447.9
INV01015,18-24,Male,Rajasthan,T30,7346.77
INV01016,45-54,Male,Maharashtra,T30,10293.82
INV01017,18-24,Male,Telangana,B30,6489.39
INV01018,18-24,Male,West Bengal,T30,4224.49
INV01019,18-24,Female,West Bengal,T30,11847.19
INV01020,35-44,Female,Karnataka,B30,8893.24
INV01021,18-24,Male,Kerala,B30,4985.09
INV01022,45-54,Male,Madhya Pradesh,B30,9708.55
INV01023,35-44,Female,Punjab,B30,15554.02
INV01024,35-44,Female,Punjab,T30,4983.79
INV01025,35-44,Female,Punjab,T30,9145.2
INV01026,25-34,Male,Kerala,T30,16906.42
INV01027,25-34,Female,Tamil Nadu,T30,2430.54
INV01028,25-34,Male,Uttar Pradesh,B30,2888.21
INV01029,35-44,Male,Uttar Pradesh,T30,27272.05
INV01030,45-54,Male,Uttar Pradesh,T30,16590.44
INV01031,25-34,Male,Tamil Nadu,T30,10304.21
INV01032,25-34,Male,Punjab,T30,2888.63
INV01033,18-24,Female,West Bengal,B30,13954.72
INV01034,25-34,Male,Gujarat,B30,6156.07
INV01035,25-34,Male,Madhya Pradesh,T30,6044.32
INV01036,25-34,Male,Maharashtra,T30,7263.81
INV01037,55+,Other,Rajasthan,T30,5978.22
INV01038,25-34,Female,Maharashtra,T30,18568.55
INV01039,25-34,Female,Kerala,B30,7579.85
INV01040,35-44,Female,West Bengal,T30,36592.91
INV01041,45-54,Male,Punjab,T30,21946.43
INV01042,45-54,Female,Gujarat,T30,4787.84
INV01043,25-34,Male,Tamil Nadu,T30,17475.98
INV01044,25-34,Male,Gujarat,B30,30363.25
INV01045,35-44,Female,Kerala,T30,17087.52
INV01046,25-34,Female,Madhya Pradesh,T30,9786.71
INV01047,35-44,Female,Rajasthan,T30,10964.56
INV01048,55+,Male,Telangana,T30,3303.86
INV01049,18-24,Female,West Bengal,T30,6418.59
