transaction_id,investor_id,date,transaction_type,transaction_amount,state,age_group,city_tier,gender,monthly_sip_amount,transaction_count,year,year_month
TXN0004145,INV00937,2024-06-01,SIP,7725.54,Gujarat,35-44,B30,Female,7616.6,1,2024,2024-06
TXN0004146,INV00937,2023-02-23,SIP,8125.27,Gujarat,35-44,B30,Female,7616.6,1,2023,2023-02
TXN0004147,INV00938,2022-12-18,SIP,6246.72,Rajasthan,25-34,B30,Female,6110.76,1,2022,2022-12
TXN0004148,INV00938,2023-03-02,SIP,6361.33,Rajasthan,25-34,B30,Female,6110.76,1,2023,2023-03
TXN0004149,INV00938,2023-10-30,SIP,6122.54,Rajasthan,25-34,B30,Female,6110.76,1,2023,2023-10
TXN0004150,INV00938,2022-07-10,SIP,6886.49,Rajasthan,25-34,B30,Female,6110.76,1,2022,2022-07
TXN0004151,INV00939,2025-02-12,SIP,11784.0,Telangana,25-34,T30,Female,12291.5,1,2025,2025-02
TXN0004152,INV00939,2024-10-22,Lumpsum,69341.69,Telangana,25-34,T30,Female,12291.5,1,2024,2024-10
TXN0004153,INV00939,2025-01-29,SIP,12497.48,Telangana,25-34,T30,Female,12291.5,1,2025,2025-01
TXN0004154,INV00939,2022-08-04,SIP,13289.02,Telangana,25-34,T30,Female,12291.5,1,2022,2022-08
TXN0004155,INV00939,2022-09-13,SIP,11768.18,Telangana,25-34,T30,Female,12291.5,1,2022,2022-09
TXN0004156,INV00939,2024-07-29,SIP,13694.14,Telangana,25-34,T30,Female,12291.5,1,2024,2024-07
TXN0004157,INV00939,2022-06-06,Lumpsum,68460.13,Telangana,25-34,T30,Female,12291.5,1,2022,2022-06
TXN0004158,INV00940,2024-12-21,SIP,5163.88,Telangana,18-24,T30,Male,5425.03,1,2024,2024-12
TXN0004159,INV00940,2024-02-24,SIP,5271.08,Telangana,18-24,T30,Male,5425.03,1,2024,2024-02
TXN0004160,INV00940,2023-11-08,Lumpsum,37006.61,Telangana,18-24,T30,Male,5425.03,1,2023,2023-11
TXN0004161,INV00940,2023-04-09,Lumpsum,56430.38,Telangana,18-24,T30,Male,5425.03,1,2023,2023-04
TXN0004162,INV00940,2022-07-22,Lumpsum,40675.36,Telangana,18-24,T30,Male,5425.03,1,2022,2022-07
TXN0004163,INV00940,2024-06-19,SIP,5576.69,Telangana,18-24,T30,Male,5425.03,1,2024,2024-06
TXN0004164,INV00940,2025-05-31,SIP,5477.29,Telangana,18-24,T30,Male,5425.03,1,2025,2025-05
TXN0004165,INV00941,2024-03-21,Lumpsum,182495.28,Telangana,25-34,T30,Female,21233.36,1,2024,2024-03
TXN0004166,INV00941,2025-03-31,Lumpsum,266721.71,Telangana,25-34,T30,Female,21233.36,1,2025,2025-03
TXN0004167,INV00942,2022-08-30,SIP,6457.7,Delhi,18-24,B30,Male,6617.73,1,2022,2022-08
TXN0004168,INV00942,2024-08-01,SIP,6299.94,Delhi,18-24,B30,Male,6617.73,1,2024,2024-08
TXN0004169,INV00942,2024-12-29,Lumpsum,49421.42,Delhi,18-24,B30,Male,6617.73,1,2024,2024-12
TXN0004170,INV00942,2023-08-13,Redemption,51802.79,Delhi,18-24,B30,Male,6617.73,1,2023,2023-08
TXN0004171,INV00943,2025-01-04,Lumpsum,96605.67,Gujarat,35-44,T30,Male,8546.75,1,2025,2025-01
TXN0004172,INV00943,2023-11-30,SIP,9463.86,Gujarat,35-44,T30,Male,8546.75,1,2023,2023-11
TXN0004173,INV00943,2025-12-27,SIP,9129.05,Gujarat,35-44,T30,Male,8546.75,1,2025,2025-12
TXN0004174,INV00943,2022-01-01,Lumpsum,99307.91,Gujarat,35-44,T30,Male,8546.75,1,2022,2022-01
TXN0004175,INV00943,2022-10-29,Redemption,48705.28,Gujarat,35-44,T30,Male,8546.75,1,2022,2022-10
TXN0004176,INV00943,2025-10-31,Lumpsum,49357.59,Gujarat,35-44,T30,Male,8546.75,1,2025,2025-10
TXN0004177,INV00944,2023-10-12,SIP,25787.7,Rajasthan,35-44,T30,Female,23046.07,1,2023,2023-10
TXN0004178,INV00944,2025-11-26,SIP,25578.28,Rajasthan,35-44,T30,Female,23046.07,1,2025,2025-11
TXN0004179,INV00944,2022-06-02,SIP,25730.31,Rajasthan,35-44,T30,Female,23046.07,1,2022,2022-06
TXN0004180,INV00945,2024-10-05,Redemption,144630.72,Punjab,55+,T30,Male,23171.03,1,2024,2024-10
TXN0004181,INV00945,2023-06-18,SIP,22981.91,Punjab,55+,T30,Male,23171.03,1,2023,2023-06
TXN0004182,INV00945,2023-11-17,SIP,25730.83,Punjab,55+,T30,Male,23171.03,1,2023,2023-11
TXN0004183,INV00945,2025-02-17,Lumpsum,299221.26,Punjab,55+,T30,Male,23171.03,1,2025,2025-02
TXN0004184,INV00946,2024-08-29,SIP,4730.2,Maharashtra,25-34,T30,Male,5146.25,1,2024,2024-08
TXN0004185,INV00946,2022-03-10,Lumpsum,62143.65,Maharashtra,25-34,T30,Male,5146.25,1,2022,2022-03
TXN0004186,INV00946,2023-08-20,SIP,5110.08,Maharashtra,25-34,T30,Male,5146.25,1,2023,2023-08
TXN0004187,INV00946,2022-05-01,Redemption,16469.5,Maharashtra,25-34,T30,Male,5146.25,1,2022,2022-05
TXN0004188,INV00947,2023-03-29,SIP,4222.55,Maharashtra,25-34,T30,Male,4079.67,1,2023,2023-03
TXN0004189,INV00947,2025-03-05,SIP,4356.83,Maharashtra,25-34,T30,Male,4079.67,1,2025,2025-03
TXN0004190,INV00947,2023-08-07,SIP,4313.79,Maharashtra,25-34,T30,Male,4079.67,1,2023,2023-08
TXN0004191,INV00947,2024-01-14,SIP,4520.65,Maharashtra,25-34,T30,Male,4079.67,1,2024,2024-01
TXN0004192,INV00948,2022-01-09,Lumpsum,217096.44,Kerala,18-24,T30,Female,18357.12,1,2022,2022-01
TXN0004193,INV00948,2023-12-04,Lumpsum,240306.24,Kerala,18-24,T30,Female,18357.12,1,2023,2023-12
TXN0004194,INV00948,2023-08-12,SIP,17451.89,Kerala,18-24,T30,Female,18357.12,1,2023,2023-08
TXN0004195,INV00948,2023-04-19,Lumpsum,187297.16,Kerala,18-24,T30,Female,18357.12,1,2023,2023-04
TXN0004196,INV00948,2022-10-22,SIP,19245.57,Kerala,18-24,T30,Female,18357.12,1,2022,2022-10
TXN0004197,INV00948,2025-03-09,Lumpsum,181517.61,Kerala,18-24,T30,Female,18357.12,1,2025,2025-03
TXN0004198,INV00948,2022-06-21,Redemption,111788.29,Kerala,18-24,T30,Female,18357.12,1,2022,2022-06
TXN0004199,INV00949,2025-08-27,SIP,4544.5,Karnataka,18-24,T30,Female,4826.73,1,2025,2025-08
TXN0004200,INV00949,2023-11-28,SIP,4695.08,Karnataka,18-24,T30,Female,4826.73,1,2023,2023-11
TXN0004201,INV00949,2025-11-25,Redemption,16672.37,Karnataka,18-24,T30,Female,4826.73,1,2025,2025-11
TXN0004202,INV00949,2022-09-23,SIP,4813.63,Karnataka,18-24,T30,Female,4826.73,1,2022,2022-09
TXN0004203,INV00949,2025-09-21,Lumpsum,43194.28,Karnataka,18-24,T30,Female,4826.73,1,2025,2025-09
TXN0004204,INV00949,2023-09-18,SIP,5337.39,Karnataka,18-24,T30,Female,4826.73,1,2023,2023-09
TXN0004205,INV00950,2023-10-25,SIP,9015.13,Kerala,25-34,T30,Male,7879.66,1,2023,2023-10
TXN0004206,INV00950,2023-08-05,SIP,7689.72,Kerala,25-34,T30,Male,7879.66,1,2023,2023-08
TXN0004207,INV00950,2023-12-31,SIP,7102.67,Kerala,25-34,T30,Male,7879.66,1,2023,2023-12
TXN0004208,INV00950,2025-05-14,Redemption,44123.18,Kerala,25-34,T30,Male,7879.66,1,2025,2025-05
TXN0004209,INV00950,2024-03-21,SIP,8577.72,Kerala,25-34,T30,Male,7879.66,1,2024,2024-03
TXN0004210,INV00951,2022-10-20,SIP,6569.99,Rajasthan,25-34,T30,Male,5921.56,1,2022,2022-10
TXN0004211,INV00951,2024-08-02,SIP,6436.49,Rajasthan,25-34,T30,Male,5921.56,1,2024,2024-08
TXN0004212,INV00952,2023-03-13,SIP,12895.36,Karnataka,55+,T30,Male,13746.2,1,2023,2023-03
TXN0004213,INV00952,2022-06-01,Lumpsum,98679.33,Karnataka,55+,T30,Male,13746.2,1,2022,2022-06
TXN0004214,INV00952,2022-02-10,SIP,13438.33,Karnataka,55+,T30,Male,13746.2,1,2022,2022-02
TXN0004215,INV00953,2023-10-13,SIP,8919.64,Rajasthan,55+,T30,Male,9416.19,1,2023,2023-10
TXN0004216,INV00953,2025-06-03,SIP,8522.4,Rajasthan,55+,T30,Male,9416.19,1,2025,2025-06
TXN0004217,INV00953,2023-02-10,Lumpsum,136115.87,Rajasthan,55+,T30,Male,9416.19,1,2023,2023-02
TXN0004218,INV00953,2025-12-17,SIP,9238.04,Rajasthan,55+,T30,Male,9416.19,1,2025,2025-12
TXN0004219,INV00953,2023-03-09,Lumpsum,129328.44,Rajasthan,55+,T30,Male,9416.19,1,2023,2023-03
TXN0004220,INV00953,2023-09-29,Lumpsum,63854.93,Rajasthan,55+,T30,Male,9416.19,1,2023,2023-09
TXN0004221,INV00954,2022-12-18,SIP,11920.85,Uttar Pradesh,25-34,B30,Male,10650.25,1,2022,2022-12
TXN0004222,INV00954,2023-11-11,SIP,11968.67,Uttar Pradesh,25-34,B30,Male,10650.25,1,2023,2023-11
TXN0004223,INV00954,2024-06-26,SIP,9881.64,Uttar Pradesh,25-34,B30,Male,10650.25,1,2024,2024-06
TXN0004224,INV00954,2024-11-20,SIP,11707.21,Uttar Pradesh,25-34,B30,Male,10650.25,1,2024,2024-11
TXN0004225,INV00954,2025-01-13,SIP,10440.93,Uttar Pradesh,25-34,B30,Male,10650.25,1,2025,2025-01
TXN0004226,INV00954,2023-05-22,SIP,10867.54,Uttar Pradesh,25-34,B30,Male,10650.25,1,2023,2023-05
TXN0004227,INV00954,2023-08-28,Lumpsum,69899.86,Uttar Pradesh,25-34,B30,Male,10650.25,1,2023,2023-08
TXN0004228,INV00955,2023-09-07,SIP,4416.86,Tamil Nadu,25-34,T30,Male,4880.68,1,2023,2023-09
TXN0004229,INV00955,2024-10-05,SIP,4528.89,Tamil Nadu,25-34,T30,Male,4880.68,1,2024,2024-10
TXN0004230,INV00955,2024-02-16,SIP,5188.32,Tamil Nadu,25-34,T30,Male,4880.68,1,2024,2024-02
TXN0004231,INV00956,2025-04-03,SIP,17649.47,Rajasthan,45-54,T30,Female,16679.31,1,2025,2025-04
TXN0004232,INV00956,2022-08-02,Lumpsum,72386.68,Rajasthan,45-54,T30,Female,16679.31,1,2022,2022-08
TXN0004233,INV00956,2025-07-29,SIP,15820.65,Rajasthan,45-54,T30,Female,16679.31,1,2025,2025-07
TXN0004234,INV00956,2022-06-17,SIP,17416.11,Rajasthan,45-54,T30,Female,16679.31,1,2022,2022-06
TXN0004235,INV00956,2025-09-24,SIP,18749.66,Rajasthan,45-54,T30,Female,16679.31,1,2025,2025-09
TXN0004236,INV00957,2024-11-15,SIP,15127.64,Punjab,35-44,B30,Male,13650.64,1,2024,2024-11
TXN0004237,INV00957,2022-01-19,SIP,13752.18,Punjab,35-44,B30,Male,13650.64,1,2022,2022-01
TXN0004238,INV00958,2025-04-12,SIP,6625.24,West Bengal,35-44,B30,Female,7295.99,1,2025,2025-04
TXN0004239,INV00958,2023-09-02,SIP,7311.32,West Bengal,35-44,B30,Female,7295.99,1,2023,2023-09
TXN0004240,INV00958,2024-02-20,SIP,8073.61,West Bengal,35-44,B30,Female,7295.99,1,2024,2024-02
TXN0004241,INV00958,2022-10-19,SIP,8026.24,West Bengal,35-44,B30,Female,7295.99,1,2022,2022-10
TXN0004242,INV00958,2024-05-17,Lumpsum,29905.43,West Bengal,35-44,B30,Female,7295.99,1,2024,2024-05
TXN0004243,INV00959,2025-02-28,SIP,12960.43,Tamil Nadu,25-34,T30,Male,13319.33,1,2025,2025-02
TXN0004244,INV00959,2022-03-01,Lumpsum,110967.82,Tamil Nadu,25-34,T30,Male,13319.33,1,2022,2022-03
TXN0004245,INV00959,2024-08-12,Lumpsum,54994.18,Tamil Nadu,25-34,T30,Male,13319.33,1,2024,2024-08
TXN0004246,INV00959,2024-03-28,SIP,14686.36,Tamil Nadu,25-34,T30,Male,13319.33,1,2024,2024-03
TXN0004247,INV00959,2024-12-14,SIP,13403.33,Tamil Nadu,25-34,T30,Male,13319.33,1,2024,2024-12
TXN0004248,INV00960,2024-01-12,Redemption,69029.59,Uttar Pradesh,35-44,T30,Male,22431.34,1,2024,2024-01
TXN0004249,INV00960,2024-03-20,SIP,22758.88,Uttar Pradesh,35-44,T30,Male,22431.34,1,2024,2024-03
TXN0004250,INV00960,2022-10-22,Lumpsum,172497.35,Uttar Pradesh,35-44,T30,Male,22431.34,1,2022,2022-10
TXN0004251,INV00960,2025-04-16,SIP,20926.53,Uttar Pradesh,35-44,T30,Male,22431.34,1,2025,2025-04
TXN0004252,INV00960,2023-07-04,SIP,20900.7,Uttar Pradesh,35-44,T30,Male,22431.34,1,2023,2023-07
TXN0004253,INV00961,2025-02-02,SIP,6534.53,Karnataka,25-34,B30,Male,6136.03,1,2025,2025-02
TXN0004254,INV00961,2024-02-02,Lumpsum,85591.34,Karnataka,25-34,B30,Male,6136.03,1,2024,2024-02
TXN0004255,INV00961,2024-12-29,SIP,6545.35,Karnataka,25-34,B30,Male,6136.03,1,2024,2024-12
TXN0004256,INV00961,2025-02-17,Redemption,40144.93,Karnataka,25-34,B30,Male,6136.03,1,2025,2025-02
TXN0004257,INV00961,2023-10-02,Redemption,24361.54,Karnataka,25-34,B30,Male,6136.03,1,2023,2023-10
TXN0004258,INV00961,2024-06-09,SIP,6183.99,Karnataka,25-34,B30,Male,6136.03,1,2024,2024-06
TXN0004259,INV00961,2023-02-22,SIP,6710.51,Karnataka,25-34,B30,Male,6136.03,1,2023,2023-02
TXN0004260,INV00962,2025-11-14,SIP,34699.39,Punjab,35-44,T30,Male,30628.15,1,2025,2025-11
TXN0004261,INV00962,2024-03-15,SIP,34217.11,Punjab,35-44,T30,Male,30628.15,1,2024,2024-03
TXN0004262,INV00962,2025-09-17,SIP,31702.5,Punjab,35-44,T30,Male,30628.15,1,2025,2025-09
TXN0004263,INV00963,2025-08-12,Lumpsum,245838.1,Punjab,25-34,T30,Male,20624.48,1,2025,2025-08
TXN0004264,INV00963,2024-09-12,SIP,22258.1,Punjab,25-34,T30,Male,20624.48,1,2024,2024-09
TXN0004265,INV00963,2023-02-22,SIP,23654.71,Punjab,25-34,T30,Male,20624.48,1,2023,2023-02
TXN0004266,INV00963,2025-09-01,SIP,22240.32,Punjab,25-34,T30,Male,20624.48,1,2025,2025-09
TXN0004267,INV00963,2025-12-12,Redemption,72079.32,Punjab,25-34,T30,Male,20624.48,1,2025,2025-12
TXN0004268,INV00964,2023-08-03,SIP,8152.82,Rajasthan,25-34,T30,Female,7376.37,1,2023,2023-08
TXN0004269,INV00964,2024-08-13,SIP,8145.93,Rajasthan,25-34,T30,Female,7376.37,1,2024,2024-08
TXN0004270,INV00964,2022-05-18,SIP,7395.2,Rajasthan,25-34,T30,Female,7376.37,1,2022,2022-05
TXN0004271,INV00964,2024-09-18,Lumpsum,71892.94,Rajasthan,25-34,T30,Female,7376.37,1,2024,2024-09
TXN0004272,INV00964,2024-01-12,SIP,7027.6,Rajasthan,25-34,T30,Female,7376.37,1,2024,2024-01
TXN0004273,INV00964,2023-06-20,SIP,7881.26,Rajasthan,25-34,T30,Female,7376.37,1,2023,2023-06
TXN0004274,INV00964,2023-08-18,SIP,6677.13,Rajasthan,25-34,T30,Female,7376.37,1,2023,2023-08
TXN0004275,INV00965,2025-03-26,SIP,14388.46,Punjab,45-54,B30,Female,13155.73,1,2025,2025-03
TXN0004276,INV00965,2024-03-25,SIP,14410.57,Punjab,45-54,B30,Female,13155.73,1,2024,2024-03
TXN0004277,INV00965,2024-03-11,SIP,12610.91,Punjab,45-54,B30,Female,13155.73,1,2024,2024-03
TXN0004278,INV00965,2025-06-04,SIP,11950.66,Punjab,45-54,B30,Female,13155.73,1,2025,2025-06
TXN0004279,INV00966,2025-11-18,SIP,5253.5,Punjab,45-54,B30,Male,5795.3,1,2025,2025-11
TXN0004280,INV00966,2023-11-18,SIP,6445.44,Punjab,45-54,B30,Male,5795.3,1,2023,2023-11
TXN0004281,INV00967,2025-05-28,SIP,9674.18,Kerala,18-24,B30,Male,8472.95,1,2025,2025-05
TXN0004282,INV00967,2022-06-09,Redemption,19632.25,Kerala,18-24,B30,Male,8472.95,1,2022,2022-06
TXN0004283,INV00968,2022-09-05,Redemption,145825.08,West Bengal,35-44,T30,Female,30400.0,1,2022,2022-09
TXN0004284,INV00968,2022-03-09,Lumpsum,221827.74,West Bengal,35-44,T30,Female,30400.0,1,2022,2022-03
TXN0004285,INV00968,2023-02-25,Lumpsum,188628.73,West Bengal,35-44,T30,Female,30400.0,1,2023,2023-02
TXN0004286,INV00968,2022-01-26,Lumpsum,447542.7,West Bengal,35-44,T30,Female,30400.0,1,2022,2022-01
TXN0004287,INV00968,2025-04-06,SIP,33002.34,West Bengal,35-44,T30,Female,30400.0,1,2025,2025-04
TXN0004288,INV00968,2023-04-10,Lumpsum,210290.63,West Bengal,35-44,T30,Female,30400.0,1,2023,2023-04
TXN0004289,INV00968,2025-07-18,SIP,30622.98,West Bengal,35-44,T30,Female,30400.0,1,2025,2025-07
TXN0004290,INV00969,2023-07-10,SIP,2559.8,Punjab,45-54,T30,Male,2318.66,1,2023,2023-07
TXN0004291,INV00969,2023-08-26,SIP,2595.87,Punjab,45-54,T30,Male,2318.66,1,2023,2023-08
TXN0004292,INV00969,2023-03-29,SIP,2509.38,Punjab,45-54,T30,Male,2318.66,1,2023,2023-03
TXN0004293,INV00969,2023-04-01,SIP,2339.52,Punjab,45-54,T30,Male,2318.66,1,2023,2023-04
TXN0004294,INV00969,2023-02-01,SIP,2245.49,Punjab,45-54,T30,Male,2318.66,1,2023,2023-02
TXN0004295,INV00969,2024-11-09,Redemption,5750.09,Punjab,45-54,T30,Male,2318.66,1,2024,2024-11
TXN0004296,INV00969,2024-02-01,SIP,2498.95,Punjab,45-54,T30,Male,2318.66,1,2024,2024-02
TXN0004297,INV00970,2023-06-03,SIP,13404.42,Telangana,45-54,T30,Other,14192.58,1,2023,2023-06
TXN0004298,INV00970,2023-11-18,SIP,14081.66,Telangana,45-54,T30,Other,14192.58,1,2023,2023-11
TXN0004299,INV00970,2023-03-12,SIP,14745.05,Telangana,45-54,T30,Other,14192.58,1,2023,2023-03
TXN0004300,INV00970,2024-05-19,SIP,13463.62,Telangana,45-54,T30,Other,14192.58,1,2024,2024-05
TXN0004301,INV00970,2022-09-02,SIP,14947.55,Telangana,45-54,T30,Other,14192.58,1,2022,2022-09
TXN0004302,INV00971,2024-08-04,Lumpsum,154931.75,Madhya Pradesh,25-34,T30,Female,13333.77,1,2024,2024-08
TXN0004303,INV00971,2024-08-20,Lumpsum,128534.97,Madhya Pradesh,25-34,T30,Female,13333.77,1,2024,2024-08
TXN0004304,INV00971,2023-08-14,SIP,14305.62,Madhya Pradesh,25-34,T30,Female,13333.77,1,2023,2023-08
TXN0004305,INV00971,2024-04-02,SIP,13703.73,Madhya Pradesh,25-34,T30,Female,13333.77,1,2024,2024-04
TXN0004306,INV00971,2023-10-07,SIP,14670.63,Madhya Pradesh,25-34,T30,Female,13333.77,1,2023,2023-10
TXN0004307,INV00971,2025-04-14,Lumpsum,197119.54,Madhya Pradesh,25-34,T30,Female,13333.77,1,2025,2025-04
TXN0004308,INV00972,2022-11-26,Lumpsum,116725.75,Karnataka,35-44,T30,Female,12570.43,1,2022,2022-11
TXN0004309,INV00972,2023-05-21,SIP,12239.7,Karnataka,35-44,T30,Female,12570.43,1,2023,2023-05
TXN0004310,INV00972,2024-06-04,SIP,12690.57,Karnataka,35-44,T30,Female,12570.43,1,2024,2024-06
TXN0004311,INV00972,2025-01-31,SIP,12370.29,Karnataka,35-44,T30,Female,12570.43,1,2025,2025-01
TXN0004312,INV00972,2025-09-12,SIP,11440.75,Karnataka,35-44,T30,Female,12570.43,1,2025,2025-09
TXN0004313,INV00972,2024-03-14,SIP,12952.72,Karnataka,35-44,T30,Female,12570.43,1,2024,2024-03
TXN0004314,INV00973,2022-11-17,Redemption,65622.28,Kerala,25-34,T30,Female,8837.5,1,2022,2022-11
TXN0004315,INV00973,2025-01-27,SIP,9879.1,Kerala,25-34,T30,Female,8837.5,1,2025,2025-01
TXN0004316,INV00973,2023-02-16,Lumpsum,119518.77,Kerala,25-34,T30,Female,8837.5,1,2023,2023-02
TXN0004317,INV00973,2025-10-07,SIP,9492.64,Kerala,25-34,T30,Female,8837.5,1,2025,2025-10
TXN0004318,INV00973,2025-08-19,SIP,8730.31,Kerala,25-34,T30,Female,8837.5,1,2025,2025-08
TXN0004319,INV00973,2022-05-13,SIP,8034.05,Kerala,25-34,T30,Female,8837.5,1,2022,2022-05
TXN0004320,INV00973,2025-08-26,Redemption,18858.33,Kerala,25-34,T30,Female,8837.5,1,2025,2025-08
TXN0004321,INV00974,2024-01-07,Lumpsum,8565.04,Maharashtra,18-24,B30,Male,2123.89,1,2024,2024-01
TXN0004322,INV00974,2024-09-12,Lumpsum,14332.88,Maharashtra,18-24,B30,Male,2123.89,1,2024,2024-09
TXN0004323,INV00974,2022-08-03,SIP,1952.26,Maharashtra,18-24,B30,Male,2123.89,1,2022,2022-08
TXN0004324,INV00975,2022-06-17,Lumpsum,76725.74,Kerala,35-44,B30,Male,16562.17,1,2022,2022-06
TXN0004325,INV00975,2024-12-22,SIP,17231.83,Kerala,35-44,B30,Male,16562.17,1,2024,2024-12
TXN0004326,INV00976,2024-07-10,SIP,3100.55,Telangana,18-24,T30,Female,2850.19,1,2024,2024-07
TXN0004327,INV00976,2024-03-27,SIP,3002.54,Telangana,18-24,T30,Female,2850.19,1,2024,2024-03
TXN0004328,INV00976,2022-07-15,Redemption,13935.15,Telangana,18-24,T30,Female,2850.19,1,2022,2022-07
TXN0004329,INV00976,2023-04-17,Lumpsum,20901.16,Telangana,18-24,T30,Female,2850.19,1,2023,2023-04
TXN0004330,INV00976,2022-08-11,Lumpsum,15309.12,Telangana,18-24,T30,Female,2850.19,1,2022,2022-08
TXN0004331,INV00976,2024-04-27,SIP,3013.3,Telangana,18-24,T30,Female,2850.19,1,2024,2024-04
TXN0004332,INV00976,2023-03-12,Redemption,16488.01,Telangana,18-24,T30,Female,2850.19,1,2023,2023-03
TXN0004333,INV00977,2023-03-20,Lumpsum,120515.35,Telangana,45-54,B30,Male,9255.85,1,2023,2023-03
TXN0004334,INV00977,2022-11-16,SIP,10469.18,Telangana,45-54,B30,Male,9255.85,1,2022,2022-11
TXN0004335,INV00977,2025-09-21,Lumpsum,114230.04,Telangana,45-54,B30,Male,9255.85,1,2025,2025-09
TXN0004336,INV00977,2022-02-10,Redemption,46303.8,Telangana,45-54,B30,Male,9255.85,1,2022,2022-02
TXN0004337,INV00977,2022-11-19,SIP,10147.13,Telangana,45-54,B30,Male,9255.85,1,2022,2022-11
TXN0004338,INV00978,2025-11-10,Redemption,10684.21,Karnataka,18-24,T30,Female,2629.98,1,2025,2025-11
TXN0004339,INV00978,2025-03-12,SIP,2680.21,Karnataka,18-24,T30,Female,2629.98,1,2025,2025-03
TXN0004340,INV00978,2025-04-18,SIP,2426.7,Karnataka,18-24,T30,Female,2629.98,1,2025,2025-04
TXN0004341,INV00978,2022-01-02,Redemption,12921.2,Karnataka,18-24,T30,Female,2629.98,1,2022,2022-01
TXN0004342,INV00979,2023-11-16,Lumpsum,53414.73,Gujarat,25-34,T30,Male,6632.97,1,2023,2023-11
TXN0004343,INV00979,2025-09-20,SIP,7061.76,Gujarat,25-34,T30,Male,6632.97,1,2025,2025-09
TXN0004344,INV00979,2022-10-31,SIP,6436.31,Gujarat,25-34,T30,Male,6632.97,1,2022,2022-10
TXN0004345,INV00979,2025-12-20,Lumpsum,91250.8,Gujarat,25-34,T30,Male,6632.97,1,2025,2025-12
TXN0004346,INV00979,2025-09-11,SIP,6393.56,Gujarat,25-34,T30,Male,6632.97,1,2025,2025-09
TXN0004347,INV00979,2023-05-23,SIP,6920.95,Gujarat,25-34,T30,Male,6632.97,1,2023,2023-05
TXN0004348,INV00979,2022-07-03,SIP,6541.72,Gujarat,25-34,T30,Male,6632.97,1,2022,2022-07
TXN0004349,INV00980,2022-03-03,SIP,25734.14,Telangana,55+,B30,Female,24033.65,1,2022,2022-03
TXN0004350,INV00980,2024-08-23,SIP,22153.26,Telangana,55+,B30,Female,24033.65,1,2024,2024-08
TXN0004351,INV00980,2023-10-02,SIP,22534.39,Telangana,55+,B30,Female,24033.65,1,2023,2023-10
TXN0004352,INV00980,2024-04-03,SIP,25427.82,Telangana,55+,B30,Female,24033.65,1,2024,2024-04
TXN0004353,INV00980,2025-02-10,SIP,25209.6,Telangana,55+,B30,Female,24033.65,1,2025,2025-02
TXN0004354,INV00981,2025-11-09,Redemption,15098.04,Tamil Nadu,55+,T30,Male,5278.44,1,2025,2025-11
TXN0004355,INV00981,2023-11-05,Lumpsum,63010.05,Tamil Nadu,55+,T30,Male,5278.44,1,2023,2023-11
TXN0004356,INV00981,2025-05-02,SIP,5546.49,Tamil Nadu,55+,T30,Male,5278.44,1,2025,2025-05
TXN0004357,INV00982,2022-03-25,SIP,9714.87,Tamil Nadu,45-54,T30,Female,8701.76,1,2022,2022-03
TXN0004358,INV00982,2022-12-07,SIP,9766.47,Tamil Nadu,45-54,T30,Female,8701.76,1,2022,2022-12
TXN0004359,INV00983,2024-07-12,SIP,9871.25,Tamil Nadu,35-44,T30,Male,8925.29,1,2024,2024-07
TXN0004360,INV00983,2023-10-10,Lumpsum,92803.51,Tamil Nadu,35-44,T30,Male,8925.29,1,2023,2023-10
TXN0004361,INV00983,2022-05-03,Lumpsum,83447.3,Tamil Nadu,35-44,T30,Male,8925.29,1,2022,2022-05
TXN0004362,INV00983,2024-06-28,SIP,9880.83,Tamil Nadu,35-44,T30,Male,8925.29,1,2024,2024-06
TXN0004363,INV00984,2023-09-22,SIP,8931.98,Punjab,25-34,B30,Female,9370.19,1,2023,2023-09
TXN0004364,INV00984,2023-01-30,SIP,9526.83,Punjab,25-34,B30,Female,9370.19,1,2023,2023-01
TXN0004365,INV00984,2022-10-16,SIP,9902.91,Punjab,25-34,B30,Female,9370.19,1,2022,2022-10
TXN0004366,INV00984,2022-06-30,SIP,10376.09,Punjab,25-34,B30,Female,9370.19,1,2022,2022-06
TXN0004367,INV00984,2025-11-06,SIP,9068.27,Punjab,25-34,B30,Female,9370.19,1,2025,2025-11
TXN0004368,INV00984,2025-09-26,SIP,10492.79,Punjab,25-34,B30,Female,9370.19,1,2025,2025-09
TXN0004369,INV00984,2024-04-03,Redemption,38678.08,Punjab,25-34,B30,Female,9370.19,1,2024,2024-04
TXN0004370,INV00985,2022-11-08,SIP,3477.05,Gujarat,25-34,T30,Male,3049.16,1,2022,2022-11
TXN0004371,INV00985,2022-04-21,SIP,2883.45,Gujarat,25-34,T30,Male,3049.16,1,2022,2022-04
TXN0004372,INV00985,2022-06-04,Lumpsum,15870.0,Gujarat,25-34,T30,Male,3049.16,1,2022,2022-06
TXN0004373,INV00985,2023-01-18,SIP,2884.49,Gujarat,25-34,T30,Male,3049.16,1,2023,2023-01
TXN0004374,INV00985,2023-10-22,Lumpsum,35218.98,Gujarat,25-34,T30,Male,3049.16,1,2023,2023-10
TXN0004375,INV00986,2022-08-25,Lumpsum,128833.95,Gujarat,25-34,B30,Female,11654.49,1,2022,2022-08
TXN0004376,INV00986,2025-03-14,SIP,11570.75,Gujarat,25-34,B30,Female,11654.49,1,2025,2025-03
